os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;514507;0004;88901;INTERFACE DE SEGURANCA MSI-RM2B-01, CONTATOS DE SAIDA 2X 1NA;1;12/02/2020;IMPREGNACAO - BARREIRA SEGURANCA;BARREIRA DE SEGURANCA APRESENTANDO FALHAS NO ACIONAMENTO (SUBSTITUI PC 778001 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
;514510;0001;55660;FILME DE PROTECAO;4;12/02/2020;IMPREGNACAO - SUPERVISORIO P029-0014B;PARA REPOR FILME DE PROTECAO DAS 04 TELAS TOUCH DOS SUPERVISORIOS (SUBSTITUI PC 785008 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
;514510;0002;87047;MODULO 2 SAIDAS DIGITAIS 24VDC – 230VAC 5A P/ ET200S PRIMEIR;2;12/02/2020;IMPREGNACAO - PAINEL P032-0014J;PARA SUBSTITUIR 02 CARTOES SIEMENS DO PAINEL COMANDO GERAL DA MAQUINA (SUBSTITUI PC 785008 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
;514512;0001;35637;RODA PNEU/CAMARA 350X8 FURO 1” REF= 7816880 FG / RM 8A MARCO;4;12/02/2020;RECICLAGEM - CARRINHO DE CARGA;SC gerada por SA - PARA USO NO CARRINHO DE CARGA DA RECICLAGEM;049938;791321;20/03/2020;06/05/2020;06/05/2020;0;S;560;L;L;12/03/2020;;;;02/03/2020;113800001;2299003;leonardo.beretta;CIVIL - ELIZANDRO;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;514513;0001;47886;NIPLE LATAO DE REDUCAO 1/2''X 3/8'';5;12/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514513;0002;57564;CONEXAO PNEUMATICA RAPIDA EM L QSL-3/8-12;10;12/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049985;791370;04/03/2020;09/03/2020;09/03/2020;0;S;459;L;L;13/03/2020;;;;03/03/2020;113800001;1101003;welker.henrique;welker.henrique;FLUIDIC AUTOMACAO LTDA;001
;514513;0003;34076;CONEXAO PNEUMATICA RAPIDA EM L ROSCA MACHO G1/4'' P/ TUBO 12;18;12/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049985;791370;04/03/2020;09/03/2020;09/03/2020;0;S;729;L;L;13/03/2020;;;;03/03/2020;113800001;1101003;welker.henrique;welker.henrique;FLUIDIC AUTOMACAO LTDA;001
;514513;0004;56542;CONEXAO PNEUMATICA RAPIDA EM L QSL-1/4-12;10;12/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049985;791370;04/03/2020;09/03/2020;09/03/2020;0;S;405;L;L;13/03/2020;;;;03/03/2020;113800001;1101003;welker.henrique;welker.henrique;FLUIDIC AUTOMACAO LTDA;001
;514513;0005;29460;BOBINA P/ VALVULA SOLENOIDE 24VCC 4,5W CONECTOR DIN 3 PINOS;3;12/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049985;791370;04/03/2020;09/03/2020;09/03/2020;0;S;534;L;L;13/03/2020;;;;03/03/2020;113800001;1101003;welker.henrique;welker.henrique;FLUIDIC AUTOMACAO LTDA;001
;514513;0006;34256;FITA PVC BRANCA PARA ISOLACAO;20;12/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;050251;792512;15/09/2020;15/09/2020;;20;S;90;L;L;31/08/2020;;;;21/08/2020;113800001;1101003;welker.henrique;welker.henrique;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;514513;0007;58122;MANGUEIRA C/ ESPIRAL METALICA INTERNA TIPO TPR 16'' (406MM);5;12/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049986;791357;04/03/2020;09/03/2020;09/03/2020;0;S;3649,5;L;L;01/04/2020;;;;02/03/2020;113800001;1101003;welker.henrique;welker.henrique;HIDRAUCON COMERCIO DE MANGUEIRAS CONEXOES HIDRA.E PNEU. LTDA;003
;514513;0008;36952;CHAVE SELETORA CARRO SATELITE 2 POSICOES;2;12/02/2020;ALMOXARIFADO;ITEM COM ESTOQUE BAIXO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514515;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LOCACAO DE 155 RADIOS DEP MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514515;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LOCACAO DE 303  BATERIAS EP 450 MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514515;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LOCACAO DE 154 MICROFONES MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514515;0004;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LOCACAO DE 154 BASES EP/DEP MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514515;0005;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LOCACAO DE 154 TRAFOS BIVOLT MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514515;0006;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;12/02/2020;FABRICA;LICENCAS DE OPERACAO DOS RADIOS MES DE DEZEMBRO;050005;791358;04/03/2020;09/03/2020;09/03/2020;1;S;1686,25;L;L;12/03/2020;;;;02/03/2020;512206002;2299003;maicon.silveira;ricardo.rodrigues;HT4 TECNOLOGIA EM LOCACOES EIRELI;003
;514521;0001;26604;PARAFUSO SEXTAVADO ACO INOX M10 X 30MM;100;13/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049958;791133;21/02/2020;28/02/2020;28/02/2020;100;S;119;L;L;01/03/2020;;;;20/02/2020;512206002;1101003;welker.henrique;welker.henrique;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;514521;0002;32939;PARAFUSO SEXTAVADO ACO INOX M10 X 40MM;100;13/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049958;791133;21/02/2020;28/02/2020;28/02/2020;100;S;142;L;L;01/03/2020;;;;20/02/2020;512206002;1101003;welker.henrique;welker.henrique;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;514521;0003;71912;PARAFUSO SEXTAVADO GALVANIZADO M10 X 30MM CLASSE 8.8;300;13/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049958;791133;21/02/2020;28/02/2020;28/02/2020;300;S;177;L;L;01/03/2020;;;;20/02/2020;512206002;1101003;welker.henrique;welker.henrique;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;514521;0004;71574;PARAFUSO SEXTAVADO GALVANIZADO M10 X 40MM CLASSE 5.8;200;13/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049958;791133;21/02/2020;28/02/2020;28/02/2020;200;S;110;L;L;01/03/2020;;;;20/02/2020;512206002;1101003;welker.henrique;welker.henrique;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;514522;0001;12241;OLEO HOTEMP SUPER N;200;13/02/2020;PRENSA MDP;OLEO A BASE DE ESTER PARA CINTAS METALICAS;049853;791088;18/02/2020;18/02/2020;18/02/2020;200;S;9550,58;L;L;27/02/2020;;;;17/02/2020;113800001;2299008;joao.berchol;joao.berchol;KLUBER LUBRICATION LUB ESPECIAIS LTDA CI;001
;514522;0002;66715;OLEO HOTEMP SUPER CH 2-100;200;13/02/2020;PRENSA MDP;OLEO A BASE DE ESTER PARA CORRENTES;049853;791088;18/02/2020;18/02/2020;18/02/2020;200;S;10533,6;L;L;27/02/2020;;;;17/02/2020;113800001;2299008;joao.berchol;joao.berchol;KLUBER LUBRICATION LUB ESPECIAIS LTDA CI;001
;514524;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;13/02/2020;EXAUSTOR PRENSA MDF 2;CONSERTO EXTERNO ENVIAR PARA CONSERTO MOTOR DO EXAUSTOR DO TETO DA PRENSA MARCA: WEG POTENCIA: 5CV/  SUBSTITUTO DA SC.512235/ PC.778164/ ORCAMENTO 3752.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514525;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;13/02/2020;ETE;CONSERTO EXTERNO MOTOBOMBA WEG 3 CV/ SUBSTITUTO DA SC.512484/ ORCAMENTO 3873;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514525;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;13/02/2020;ETE;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514527;0001;91366;JOGO DE VEDACAO LFA63G/GW/KW-6X/7X/;1;13/02/2020;REVESTIMENTO 5 - SISTEMA HIDRAULICO;PARA ELIMINAR VAZAMENTO DE OLEO DO SISTEMA HIDRAULICO;049877;791203;;;;0;S;1167;L;B;28/08/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:16;;20/02/2020;512206002;2207005;leonardo.beretta;MECANICA - ELIZANDRO;RACISUL AUTOMACAO LTDA;001
;514527;0002;91367;JOGO DE VEDACAO LC63A/B/DB/DR.-7X/;1;13/02/2020;REVESTIMENTO 5 - SISTEMA HIDRAULICO;PARA ELIMINAR VAZAMENTO DE OLEO DO SISTEMA HIDRAULICO;049877;791203;;;;0;S;2075;L;B;28/08/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:16;;20/02/2020;512206002;2207005;leonardo.beretta;MECANICA - ELIZANDRO;RACISUL AUTOMACAO LTDA;001
;514528;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;13/02/2020;REFINADOR MDF 1;ALINHAMENTO E BALANCEAMENTO EIXO;049953;791121;03/03/2020;06/03/2020;06/03/2020;0;S;1590;L;L;29/02/2020;;;;19/02/2020;512206002;2203001;anderson.rodrigues;VINICIUS.VIDAL;VIBMASTER MONITORAMENTO DE CONDICAO LTDA ME;001
;514530;0001;56475;OLEO SOLUVEL CHEMLUB RETILUB S;42;14/02/2020;USINAGEM DE PECAS;OLEO SOLUVEL SINTETICO;049869;791091;19/02/2020;19/02/2020;19/02/2020;42;S;1461,6;L;L;27/02/2020;;;;17/02/2020;113800001;2299003;joao.berchol;joao.berchol;CHEMLUB PRODUTOS QUIMICOS LTDA;001
;514533;0001;91368;CABO PARA MOTOR SEW C/41 METROS;1;14/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514533;0002;91369;CABO PARA MOTOR SEW 199 204 X;15;14/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514533;0003;56044;CABO P/ENCODER C/2CONECTOR AV1H/AS1H/ES;41;14/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514533;0004;32278;CABO PARA RESOLVER RH.M 6 X 2 0.25 X NEXAMS X E48 408 COD.19;15;14/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514540;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;IMPREGNACAO;VENTILADOR JOAP FORTALEZA PEDESTAL BASE 100 L, SUBSTITUICAO DAS PAS QUEBRADAS E REVISAO DEMAIS PECAS;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514540;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;VENTILADOR;MATERIAL ALICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514540;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;IMPREGNACAO;VENTILADOR JOAP FORTALEZA PEDESTAL BASE 100 L, VENTILADOR NAO LIGA E REVISAO DEMAIS PECAS;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514540;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;VENTILADOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514541;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;REFINADOR MDF 1;MOTOR DA BOMBA DE REFRIGERACAO DA UNIDADE HIDRAULICA DO REFINADOR 7500 M05, MARCA WEG, MODELO 132S, 7,5 KW, 3500 RPM, 440VOLTS. MOTOR EM CURTO.REVISAO GERAL.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514541;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514542;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;BP 4;"""INVERSOR SEW MOD.: MDX61B0075-5A3-4-0T NR. SERIE.: 70.0204988801.0001.12 ANOMALIA.: AGUARDANDO LIBERACAO / NAO SAI DE ZERO""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514542;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;INVERSOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514543;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;GRUA FIXA;"""CILINDRO DA GARRA FLORESTAL DA GRUA FIXA DO DESCASCADOR DEMUTH PROBLEMA: TAMPA E VEDACOES ESTOURADAS; SOLUCAO: REFORMAR CILINDRO;"" / PESO APROXIMADO 401 KG X COMPRIMENTO 0,50 M";050062;791463;13/03/2020;17/03/2020;17/03/2020;1;S;1588;L;L;14/03/2020;;;;12/03/2020;512206002;2201001;joao.berchol;joao.berchol;RACISUL AUTOMACAO LTDA;001
;514543;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;CILINDRO;MATERIAL APLICADO;050062;;;;;0;;0;L;;;;;;;;;joao.berchol;joao.berchol;;
;514544;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;MOINHOS FLAKERS;MOTOVIBRADOR WEG 1012848070 0,75 CV RPM - 1690/ REALIZAR REVISAO GERAL NO MOTOR, ROLAMENTOS E BOBINAS DO MOTOR.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;MOINHOS FLAKERS;MOTOVIBRADOR WEG 1012848070 0,75 CV RPM - 1690/ REALIZAR REVISAO GERAL NO MOTOR, ROLAMENTOS E BOBINAS DO MOTOR.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;MOINHOS FLAKERS;MOTOVIBRADOR WEG 1012848070 0,75 CV RPM - 1690/ REALIZAR REVISAO GERAL NO MOTOR, ROLAMENTOS E BOBINAS DO MOTOR.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0004;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;MOINHOS FLAKERS;MOTOVIBRADOR WEG 1012848070 0,75 CV RPM - 1690/ REALIZAR REVISAO GERAL NO MOTOR, ROLAMENTOS E BOBINAS DO MOTOR.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0005;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;MOINHOS FLAKERS;MOTOVIBRADOR WEG 1012848070 0,75 CV RPM - 1690/ REALIZAR REVISAO GERAL NO MOTOR, ROLAMENTOS E BOBINAS DO MOTOR.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0006;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOVIBRADOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0007;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOVIBRADOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0008;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOVIBRADOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0009;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOVIBRADOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514544;0010;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MOTOVIBRADOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514547;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;RH;"""MONITOR FAB.: LG MOD.: FLATRON L1742S-BF COD. PROD.: L1742S-BFT-AWZXQPS NR. SR.: 808SPPBF9416 NR. PATRIM.: 001451 ANOMALIA.: IMAGEM COM DEFEITO""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514547;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MONITOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514548;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;PRENSA MDF 1;"""MONITOR NAO LIGA MARCA LG  MODELO 20EN33SSA""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514548;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;MONITOR;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514549;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;BP 5;""" NO BREAK - UPS FAB.: APC MOD.: SMART UPS 3000 NR. SERIE.: IS 1231001207 ANOMALIA.: NAO MANTEM CARGA APLICACAO.: PLC SR BP5 ENTR.: 220-240V 50/60HZ 15A SAIDA.: MODEL 3000VA - 14A / 2700W MAX.""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514549;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;UPS;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514550;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;CINTAGEM MDF 1;"NO BREAK ""STATION II ST600BI NR. SERIE.: 273950030376 ANOMALIA: NAO LIGA POT.: 600VA  60HZ ENTR.: 115/127/220V SAIDA.:115V";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514550;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;NO BREAK;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514551;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;REFINADOR MDF 1;"""CARCACA DA BOMBA IMBIL E3 DA CIRCULACAO DO TANQUE DE CONCRETO. BOMBA COM DESGASTE  NA CARCACA .""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514551;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;BOMBA;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514552;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/02/2020;BP 4;""" INVERSOR FAB.: SEW MOD.: MDX61B0075-5A3-4-0T NR. SERIE.: 70.0204988801.0001.12 ANOMALIA.: AGUARDANDO LIBERACAO / NAO SAI DE ZERO APLICACAO.: MESA ESTEIRA BP4 TAG.: 4422M01""";;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514552;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/02/2020;INVERSOR;MATERIAL APLICADO NO SERVICO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514558;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;18/02/2020;CALDEIRA MDF 2;MOTOBOMBA DE CIRCULACAO DAS GRELHAS TRANCADA! MARCA: WEG POT: 2.2KW RPM: 3465 440V 3~CARCACA  90S;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514558;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;18/02/2020;MOTOBOMBA;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514560;0001;X0050;DESEMBARACO E DESPESAS ADUANEIRAS;1;18/02/2020;ARMAZENAGEM PECAS CICLONE DE CINZAS MDP;COBRANCA DE ARMAZENAMANTO DE CARGA DO PROCESSO DE IMPORTACAO 25/17 BUTTNER, CICLONE DE CINZAS (PERIODO: 23/01/2020 – 21/02/2020);049957;791123;20/02/2020;20/02/2020;20/02/2020;1;S;6026,79;L;L;20/02/2020;;;;19/02/2020;512207099;2299008;leonardo.beretta;ARMAZENAGEM - JANAINA;BANRISUL ARMAZENS GERAIS SA;074
;514568;0001;34317;SENSOR DE NIVEL P/OLEO TERMICO ALTA TEMPERATURA;1;18/02/2020;ALMOXARIFADO;ITEM SEM SALDO EM ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514568;0002;76095;"MANGUEIRA DE EXAUSTAO 8"" (TUBO FLEXIVEL PUPCC 1200 DE 203MM";8;18/02/2020;ALMOXARIFADO;ITEM SEM SALDO EM ESTOQUE.;049980;791328;04/03/2020;09/03/2020;09/03/2020;0;S;1291,44;L;L;01/04/2020;;;;02/03/2020;113800001;1101003;welker.henrique;welker.henrique;HIDRAUCON COMERCIO DE MANGUEIRAS CONEXOES HIDRA.E PNEU. LTDA;003
;514568;0003;67404;CILINDRO PNEUMATICO NORMALIZADO DNC-125-300-PPV-A ISO 15552;1;18/02/2020;ALMOXARIFADO;ITEM SEM SALDO EM ESTOQUE.;049981;791329;04/03/2020;09/03/2020;09/03/2020;0;S;7152;L;L;12/03/2020;;;;02/03/2020;113800001;1101003;welker.henrique;welker.henrique;FLUIDIC AUTOMACAO LTDA;001
;514570;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2020;SECCIONADORA;CONSERTO EXTERNO *  MARCA - SEW EURODRIVE MODELO - MDF60A0030-5A3-4-00 POTENCIA - 3KW PROBLEMA - INVERSOR EM CURTO NA ENTRADA DA POTENCIA . SOLUCAO - REVISAO GERAL NOS IGBTS PLACAS DE POTENCIA.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514570;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2020;SECCIONADORA;CONSERTO EXTERNO *  MARCA - SEW EURODRIVE MODELO - MDF60A0030-5A3-4-00 POTENCIA - 3KW PROBLEMA - INVERSOR EM CURTO NA ENTRADA DA POTENCIA . SOLUCAO - REVISAO GERAL NOS IGBTS PLACAS DE POTENCIA.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514570;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2020;SECCIONADORA;CONSERTO EXTERNO *  MARCA - SEW EURODRIVE MODELO - MDF60A0030-5A3-4-00 POTENCIA - 3KW PROBLEMA - INVERSOR EM CURTO NA ENTRADA DA POTENCIA . SOLUCAO - REVISAO GERAL NOS IGBTS PLACAS DE POTENCIA.;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514570;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2020;INVERSOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
